"","SOURCE_IP","EXPORT_TIME","INTERFACE_ID","DESTINATION_IP","SOURCE_PORT","DESTINATION_PORT","PROTOCOL","REQUEST_TIME","LOG_ACTION","Reliability","Risk","Type","Country","Locale","Coords","x","simpletype"
"323","207.38.90.45","2018-03-19","eni-f534ea00","10.80.10.223",54909,88,6,"2018-02-24","REJECT",4,2,"Malicious Host","US","Saint Louis","38.6311988831,-90.192199707","3","Malicious Host"
"324","207.38.90.45","2018-03-19","eni-f46d752b","10.80.7.127",54909,8087,6,"2018-02-23","REJECT",4,2,"Malicious Host","US","Saint Louis","38.6311988831,-90.192199707","3","Malicious Host"
"325","207.38.90.45","2018-03-19","eni-494f5de4","10.80.11.216",54602,7073,6,"2018-02-24","REJECT",4,2,"Malicious Host","US","Saint Louis","38.6311988831,-90.192199707","3","Malicious Host"
"326","207.38.90.45","2018-03-19","eni-d9305775","10.80.11.80",54602,2084,6,"2018-02-24","REJECT",4,2,"Malicious Host","US","Saint Louis","38.6311988831,-90.192199707","3","Malicious Host"
"327","207.38.90.45","2018-03-19","eni-bd3d2377","10.83.10.96",54931,7075,6,"2018-02-24","REJECT",4,2,"Malicious Host","US","Saint Louis","38.6311988831,-90.192199707","3","Malicious Host"
"328","207.38.90.45","2018-03-19","eni-69242a68","10.83.2.79",54602,2376,6,"2018-02-23","REJECT",4,2,"Malicious Host","US","Saint Louis","38.6311988831,-90.192199707","3","Malicious Host"
"329","207.99.102.202","2018-03-19","eni-40460d8d","10.83.8.171",64207,23,6,"2018-02-24","REJECT",4,2,"Malicious Host","US","Denver","39.7524986267,-104.99949646","3","Malicious Host"
"330","209.126.136.5","2018-03-19","eni-6aa7c76b","10.80.1.159",54048,137,17,"2018-02-24","REJECT",4,2,"Malicious Host","US","San Diego","32.8073005676,-117.132400513","3","Malicious Host"
"331","209.126.136.5","2018-03-19","eni-dd7ab728","10.83.11.120",55839,137,17,"2018-02-24","REJECT",4,2,"Malicious Host","US","San Diego","32.8073005676,-117.132400513","3","Malicious Host"
"332","210.121.89.40","2018-03-19","eni-9815cf73","10.80.1.227",56516,23,6,"2018-02-23","REJECT",4,2,"Malicious Host","KR","","37.5111999512,126.974098206","3","Malicious Host"
"333","211.25.101.194","2018-03-19","eni-bd3d2377","10.83.10.96",9280,22,6,"2018-02-24","REJECT",4,2,"Malicious Host","MY","Shah Alam","3.08330011368,101.533302307","3","Malicious Host"
"334","212.174.132.118","2018-03-19","eni-e001f15b","10.80.2.149",14445,1433,6,"2018-02-24","REJECT",4,2,"Malicious Host","TR","Ankara","39.9057998657,32.8190994263","3","Malicious Host"
"335","213.159.42.145","2018-03-19","eni-f46d752b","10.80.7.127",8402,9527,6,"2018-02-24","REJECT",4,2,"Malicious Host","LT","Vilnius","54.6833000183,25.3166999817","3","Malicious Host"
"336","213.34.197.114","2018-03-19","eni-28fb6c93","10.83.1.30",45421,23,6,"2018-02-24","REJECT",4,2,"Malicious Host","KW","","29.3374996185,47.6581001282","3","Malicious Host"
"337","217.79.190.13","2018-03-19","eni-f28fe32d","10.83.7.191",5466,5060,17,"2018-02-24","REJECT",4,2,"Malicious Host","DE","","51.2993011475,9.49100017548","3","Malicious Host"
"338","217.79.190.13","2018-03-19","eni-dd7ab728","10.83.11.120",5685,5060,17,"2018-02-24","REJECT",4,2,"Malicious Host","DE","","51.2993011475,9.49100017548","3","Malicious Host"
"339","217.79.190.13","2018-03-19","eni-9815cf73","10.80.1.227",5388,5060,17,"2018-02-24","REJECT",4,2,"Malicious Host","DE","","51.2993011475,9.49100017548","3","Malicious Host"
"340","218.206.167.50","2018-03-19","eni-40460d8d","10.83.8.171",48848,14333,6,"2018-02-24","REJECT",4,3,"Malicious Host","CN","Qinghai","25.8083000183,106.074996948","3","Malicious Host"
"341","218.206.167.50","2018-03-19","eni-dd7ab728","10.83.11.120",22938,14333,6,"2018-02-24","REJECT",4,3,"Malicious Host","CN","Qinghai","25.8083000183,106.074996948","3","Malicious Host"
"342","218.206.167.50","2018-03-19","eni-00eab5bb","10.83.2.133",62595,14333,6,"2018-02-24","REJECT",4,3,"Malicious Host","CN","Qinghai","25.8083000183,106.074996948","3","Malicious Host"
"343","218.6.52.135","2018-03-19","eni-9815cf73","10.80.1.227",48628,1433,6,"2018-02-24","REJECT",4,2,"Malicious Host","CN","Fuzhou","26.0613994598,119.306098938","3","Malicious Host"
"344","218.93.196.3","2018-03-19","eni-bd3d2377","10.83.10.96",6000,1433,6,"2018-02-24","REJECT",4,3,"Malicious Host","CN","Suqian","25.0167007446,116.711601257","3","Malicious Host"
"345","218.95.250.150","2018-03-19","eni-9815cf73","10.80.1.227",36035,14333,6,"2018-02-24","REJECT",4,3,"Malicious Host","CN","Xining","36.6166992188,101.766700745","3","Malicious Host"
"346","219.101.2.49","2018-03-19","eni-9815cf73","10.80.1.227",65497,23,6,"2018-02-23","REJECT",4,2,"Malicious Host","JP","Nagoya","35.1801986694,136.906692505","3","Malicious Host"
"347","219.147.95.246","2018-03-19","eni-d9305775","10.80.11.80",8991,22,6,"2018-02-24","REJECT",1,2,"Malicious Host","CN","Beijing","39.9289016724,116.388298035","3","Malicious Host"
"348","220.180.89.170","2018-03-19","eni-494f5de4","10.80.11.216",45114,1433,6,"2018-02-24","REJECT",4,2,"Malicious Host","CN","Hefei","31.863899231,117.280799866","3","Malicious Host"
"349","220.181.159.77","2018-03-19","eni-821d206a","10.83.1.13",54448,1100,6,"2018-02-24","ACCEPT",4,2,"Malicious Host","CN","Beijing","39.9289016724,116.388298035","3","Malicious Host"
"350","220.181.159.77","2018-03-19","eni-494f5de4","10.80.11.216",54448,5000,6,"2018-02-24","REJECT",4,2,"Malicious Host","CN","Beijing","39.9289016724,116.388298035","3","Malicious Host"
"351","220.254.172.134","2018-03-19","eni-821d206a","10.83.1.13",64694,23,6,"2018-02-24","ACCEPT",4,2,"Malicious Host","JP","Nagano","36.6514015198,138.181106567","3","Malicious Host"
"352","221.194.47.243","2018-03-19","eni-3387459c","10.80.8.218",60841,22,6,"2018-02-24","ACCEPT",4,2,"Malicious Host","CN","Hebei","39.8897018433,115.275001526","3","Malicious Host"
"353","221.2.163.76","2018-03-19","eni-6aa7c76b","10.80.1.159",51695,1433,6,"2018-02-24","REJECT",4,2,"Malicious Host","CN","Jinan","36.6683006287,116.997200012","3","Malicious Host"
"354","221.207.32.250","2018-03-19","eni-d9305775","10.80.11.80",52386,22,6,"2018-02-24","REJECT",4,2,"Malicious Host","CN","Xining","36.6166992188,101.766700745","3","Malicious Host"
"355","222.136.170.235","2018-03-19","eni-28fb6c93","10.83.1.30",23742,2323,6,"2018-02-23","REJECT",4,3,"Malicious Host","CN","Zhengzhou","34.6836013794,113.532501221","3","Malicious Host"
"356","222.186.50.75","2018-03-19","eni-c5db9b07","10.80.6.147",6000,9098,6,"2018-02-24","ACCEPT",4,2,"Malicious Host","CN","Nanjing","32.0616989136,118.777801514","3","Malicious Host"
"357","222.186.50.75","2018-03-19","eni-00eab5bb","10.83.2.133",6000,8181,6,"2018-02-24","REJECT",4,2,"Malicious Host","CN","Nanjing","32.0616989136,118.777801514","3","Malicious Host"
"358","222.186.50.75","2018-03-19","eni-00eab5bb","10.83.2.133",6000,8082,6,"2018-02-24","REJECT",4,2,"Malicious Host","CN","Nanjing","32.0616989136,118.777801514","3","Malicious Host"
"359","222.186.50.75","2018-03-19","eni-c5db9b07","10.80.6.147",6000,7978,6,"2018-02-24","ACCEPT",4,2,"Malicious Host","CN","Nanjing","32.0616989136,118.777801514","3","Malicious Host"
"360","222.186.50.75","2018-03-19","eni-00eab5bb","10.83.2.133",6000,1818,6,"2018-02-24","REJECT",4,2,"Malicious Host","CN","Nanjing","32.0616989136,118.777801514","3","Malicious Host"
"361","222.186.50.75","2018-03-19","eni-00eab5bb","10.83.2.133",6000,7978,6,"2018-02-24","REJECT",4,2,"Malicious Host","CN","Nanjing","32.0616989136,118.777801514","3","Malicious Host"
"362","222.186.50.75","2018-03-19","eni-c5db9b07","10.80.6.147",6000,89,6,"2018-02-24","ACCEPT",4,2,"Malicious Host","CN","Nanjing","32.0616989136,118.777801514","3","Malicious Host"
"363","222.186.50.75","2018-03-19","eni-00eab5bb","10.83.2.133",6000,9191,6,"2018-02-24","REJECT",4,2,"Malicious Host","CN","Nanjing","32.0616989136,118.777801514","3","Malicious Host"
"364","222.186.50.75","2018-03-19","eni-00eab5bb","10.83.2.133",6000,1081,6,"2018-02-24","REJECT",4,2,"Malicious Host","CN","Nanjing","32.0616989136,118.777801514","3","Malicious Host"
"365","222.186.50.75","2018-03-19","eni-00eab5bb","10.83.2.133",6000,89,6,"2018-02-24","REJECT",4,2,"Malicious Host","CN","Nanjing","32.0616989136,118.777801514","3","Malicious Host"
"366","222.186.50.75","2018-03-19","eni-00eab5bb","10.83.2.133",6000,9898,6,"2018-02-24","REJECT",4,2,"Malicious Host","CN","Nanjing","32.0616989136,118.777801514","3","Malicious Host"
"367","222.186.50.75","2018-03-19","eni-00eab5bb","10.83.2.133",6000,9098,6,"2018-02-24","REJECT",4,2,"Malicious Host","CN","Nanjing","32.0616989136,118.777801514","3","Malicious Host"
"368","222.186.50.75","2018-03-19","eni-c5db9b07","10.80.6.147",6000,1801,6,"2018-02-24","ACCEPT",4,2,"Malicious Host","CN","Nanjing","32.0616989136,118.777801514","3","Malicious Host"
"369","222.186.50.75","2018-03-19","eni-00eab5bb","10.83.2.133",6000,1082,6,"2018-02-24","REJECT",4,2,"Malicious Host","CN","Nanjing","32.0616989136,118.777801514","3","Malicious Host"
"370","222.186.50.75","2018-03-19","eni-c5db9b07","10.80.6.147",6000,1082,6,"2018-02-24","ACCEPT",4,2,"Malicious Host","CN","Nanjing","32.0616989136,118.777801514","3","Malicious Host"
"371","222.186.50.75","2018-03-19","eni-00eab5bb","10.83.2.133",6000,8989,6,"2018-02-24","REJECT",4,2,"Malicious Host","CN","Nanjing","32.0616989136,118.777801514","3","Malicious Host"
"372","222.186.50.75","2018-03-19","eni-00eab5bb","10.83.2.133",6000,91,6,"2018-02-24","REJECT",4,2,"Malicious Host","CN","Nanjing","32.0616989136,118.777801514","3","Malicious Host"
"373","222.186.50.75","2018-03-19","eni-00eab5bb","10.83.2.133",6000,8008,6,"2018-02-24","REJECT",4,2,"Malicious Host","CN","Nanjing","32.0616989136,118.777801514","3","Malicious Host"
"374","222.186.50.75","2018-03-19","eni-c5db9b07","10.80.6.147",6000,1818,6,"2018-02-24","ACCEPT",4,2,"Malicious Host","CN","Nanjing","32.0616989136,118.777801514","3","Malicious Host"
"375","222.186.50.75","2018-03-19","eni-00eab5bb","10.83.2.133",6000,8189,6,"2018-02-24","REJECT",4,2,"Malicious Host","CN","Nanjing","32.0616989136,118.777801514","3","Malicious Host"
"376","222.186.50.75","2018-03-19","eni-c5db9b07","10.80.6.147",6000,8181,6,"2018-02-24","ACCEPT",4,2,"Malicious Host","CN","Nanjing","32.0616989136,118.777801514","3","Malicious Host"
"377","222.186.50.75","2018-03-19","eni-00eab5bb","10.83.2.133",6000,8080,6,"2018-02-24","REJECT",4,2,"Malicious Host","CN","Nanjing","32.0616989136,118.777801514","3","Malicious Host"
"378","222.186.50.75","2018-03-19","eni-00eab5bb","10.83.2.133",6000,8282,6,"2018-02-24","REJECT",4,2,"Malicious Host","CN","Nanjing","32.0616989136,118.777801514","3","Malicious Host"
"379","222.186.50.75","2018-03-19","eni-00eab5bb","10.83.2.133",6000,80,6,"2018-02-24","ACCEPT",4,2,"Malicious Host","CN","Nanjing","32.0616989136,118.777801514","3","Malicious Host"
"380","222.186.50.75","2018-03-19","eni-00eab5bb","10.83.2.133",6000,1801,6,"2018-02-24","REJECT",4,2,"Malicious Host","CN","Nanjing","32.0616989136,118.777801514","3","Malicious Host"
"381","222.186.50.75","2018-03-19","eni-c5db9b07","10.80.6.147",6000,8082,6,"2018-02-24","ACCEPT",4,2,"Malicious Host","CN","Nanjing","32.0616989136,118.777801514","3","Malicious Host"
"382","222.186.50.75","2018-03-19","eni-00eab5bb","10.83.2.133",6000,88,6,"2018-02-24","REJECT",4,2,"Malicious Host","CN","Nanjing","32.0616989136,118.777801514","3","Malicious Host"
"383","222.186.50.75","2018-03-19","eni-00eab5bb","10.83.2.133",6000,8090,6,"2018-02-24","REJECT",4,2,"Malicious Host","CN","Nanjing","32.0616989136,118.777801514","3","Malicious Host"
"384","222.186.50.75","2018-03-19","eni-c5db9b07","10.80.6.147",6000,8008,6,"2018-02-24","ACCEPT",4,2,"Malicious Host","CN","Nanjing","32.0616989136,118.777801514","3","Malicious Host"
"385","222.186.50.75","2018-03-19","eni-c5db9b07","10.80.6.147",6000,9898,6,"2018-02-24","ACCEPT",4,2,"Malicious Host","CN","Nanjing","32.0616989136,118.777801514","3","Malicious Host"
"386","222.186.50.75","2018-03-19","eni-00eab5bb","10.83.2.133",6000,8081,6,"2018-02-24","REJECT",4,2,"Malicious Host","CN","Nanjing","32.0616989136,118.777801514","3","Malicious Host"
"387","222.186.59.101","2018-03-19","eni-dd7ab728","10.83.11.120",6000,1433,6,"2018-02-24","REJECT",4,2,"Malicious Host","CN","Nanjing","32.0616989136,118.777801514","3","Malicious Host"
"388","222.197.202.36","2018-03-19","eni-2283e0ca","10.80.1.32",51339,1433,6,"2018-02-24","ACCEPT",4,2,"Malicious Host","CN","Kunming","25.0389003754,102.718299866","3","Malicious Host"
"389","222.235.73.250","2018-03-19","eni-e1fff024","10.83.5.39",56278,1433,6,"2018-02-24","ACCEPT",4,2,"Malicious Host","KR","Seoul","37.5984992981,126.978302002","3","Malicious Host"
"390","222.42.12.6","2018-03-19","eni-f534ea00","10.80.10.223",13419,23,6,"2018-02-24","REJECT",4,2,"Malicious Host","CN","Beijing","39.9289016724,116.388298035","3","Malicious Host"
"391","223.16.104.52","2018-03-19","eni-69242a68","10.83.2.79",36257,5555,6,"2018-02-23","REJECT",4,2,"Malicious Host","HK","Kwun Tong","22.3166999817,114.216697693","3","Malicious Host"
"392","23.254.217.35","2018-03-19","eni-c45cbc7f","10.80.2.202",37709,23,6,"2018-02-24","REJECT",4,2,"Malicious Host","US","Bayside","40.7808990479,-73.7789993286","3","Malicious Host"
"393","27.12.38.239","2018-03-19","eni-4f4c1684","10.80.11.15",64886,23,6,"2018-02-24","REJECT",4,2,"Malicious Host","CN","Chongqing","29.5627994537,106.55280304","3","Malicious Host"
"394","27.15.83.240","2018-03-19","eni-59aba7aa","10.83.9.105",2502,23,6,"2018-02-24","ACCEPT",4,2,"Malicious Host","CN","Chongqing","29.5627994537,106.55280304","3","Malicious Host"
"395","27.209.102.70","2018-03-19","eni-dd7ab728","10.83.11.120",19851,23,6,"2018-02-24","REJECT",4,2,"Malicious Host","CN","Jinan","36.6683006287,116.997200012","3","Malicious Host"
"396","27.219.63.38","2018-03-19","eni-28fb6c93","10.83.1.30",57320,1433,6,"2018-02-24","REJECT",4,2,"Malicious Host","CN","Jinan","36.6683006287,116.997200012","3","Malicious Host"
"397","27.3.198.67","2018-03-19","eni-38cc39e6","10.80.4.143",34070,23,6,"2018-02-24","REJECT",4,2,"Malicious Host","VN","","13.766699791,109.233299255","3","Malicious Host"
"398","27.3.234.18","2018-03-19","eni-dd7ab728","10.83.11.120",56572,5555,6,"2018-02-24","REJECT",4,2,"Malicious Host","VN","Ho Chi Minh City","10.8142004013,106.643798828","3","Malicious Host"
"399","37.46.246.28","2018-03-19","eni-2283e0ca","10.80.1.32",59492,3386,6,"2018-02-24","ACCEPT",4,2,"Malicious Host","UA","Sumy","50.9216003418,34.8003005981","3","Malicious Host"
"400","38.122.227.170","2018-03-19","eni-28fb6c93","10.83.1.30",10978,443,6,"2018-02-24","ACCEPT",4,2,"Malicious Host","US","New York","40.7552986145,-73.992401123","3","Malicious Host"
"401","38.140.143.226","2018-03-19","eni-4f4c1684","10.80.11.15",10978,443,6,"2018-02-24","ACCEPT",4,2,"Malicious Host","US","Pompano Beach","26.3031005859,-80.2701034546","3","Malicious Host"
"402","38.140.143.226","2018-03-19","eni-4f4c1684","10.80.11.15",53208,443,6,"2018-02-24","ACCEPT",4,2,"Malicious Host","US","Pompano Beach","26.3031005859,-80.2701034546","3","Malicious Host"
"403","38.140.143.242","2018-03-19","eni-69242a68","10.83.2.79",10978,8081,6,"2018-02-24","REJECT",4,2,"Malicious Host","US","Pompano Beach","26.3031005859,-80.2701034546","3","Malicious Host"
"404","38.140.143.242","2018-03-19","eni-28fb6c93","10.83.1.30",10978,9000,6,"2018-02-24","REJECT",4,2,"Malicious Host","US","Pompano Beach","26.3031005859,-80.2701034546","3","Malicious Host"
"405","38.140.143.250","2018-03-19","eni-bd3d2377","10.83.10.96",10978,4443,6,"2018-02-24","REJECT",4,2,"Malicious Host","US","Fort Lauderdale","26.1208992004,-80.1272964478","3","Malicious Host"
"406","38.140.161.170","2018-03-19","eni-28fb6c93","10.83.1.30",10978,8088,6,"2018-02-23","REJECT",4,2,"Malicious Host","US","Brooklyn","40.6809005737,-73.9804992676","3","Malicious Host"
"407","38.140.244.18","2018-03-19","eni-bd3d2377","10.83.10.96",10978,8000,6,"2018-02-24","REJECT",4,2,"Malicious Host","US","New York","40.7089004517,-74.0011978149","3","Malicious Host"
"408","38.142.119.218","2018-03-19","eni-bd3d2377","10.83.10.96",10978,4443,6,"2018-02-24","REJECT",4,2,"Malicious Host","US","New York","40.7214012146,-74.0052032471","3","Malicious Host"
"409","38.142.184.2","2018-03-19","eni-bd3d2377","10.83.10.96",10978,4443,6,"2018-02-24","REJECT",4,2,"Malicious Host","US","","37.7509994507,-97.8219985962","3","Malicious Host"
"410","38.142.192.58","2018-03-19","eni-bd3d2377","10.83.10.96",10978,8080,6,"2018-02-24","REJECT",4,2,"Malicious Host","US","","37.7509994507,-97.8219985962","3","Malicious Host"
"411","38.142.192.66","2018-03-19","eni-28fb6c93","10.83.1.30",10978,8000,6,"2018-02-24","REJECT",4,2,"Malicious Host","US","","37.7509994507,-97.8219985962","3","Malicious Host"
"412","38.142.192.74","2018-03-19","eni-9b81d59a","10.80.0.84",10978,8000,6,"2018-02-24","REJECT",4,2,"Malicious Host","US","","37.7509994507,-97.8219985962","3","Malicious Host"
"413","38.142.99.10","2018-03-19","eni-bd3d2377","10.83.10.96",10978,3000,6,"2018-02-24","REJECT",4,2,"Malicious Host","US","Atlanta","33.7513008118,-84.3151016235","3","Malicious Host"
"414","38.142.99.34","2018-03-19","eni-28fb6c93","10.83.1.30",10978,5000,6,"2018-02-24","REJECT",4,2,"Malicious Host","US","Atlanta","33.7513008118,-84.3151016235","3","Malicious Host"
"415","38.142.99.42","2018-03-19","eni-28fb6c93","10.83.1.30",10978,5000,6,"2018-02-24","REJECT",4,2,"Malicious Host","US","Atlanta","33.7513008118,-84.3151016235","3","Malicious Host"
"416","38.142.99.42","2018-03-19","eni-bd3d2377","10.83.10.96",10978,8088,6,"2018-02-24","REJECT",4,2,"Malicious Host","US","Atlanta","33.7513008118,-84.3151016235","3","Malicious Host"
"417","38.142.99.42","2018-03-19","eni-bd3d2377","10.83.10.96",10978,8443,6,"2018-02-24","REJECT",4,2,"Malicious Host","US","Atlanta","33.7513008118,-84.3151016235","3","Malicious Host"
"418","39.172.131.218","2018-03-19","eni-228674ee","10.80.8.212",53748,23,6,"2018-02-24","REJECT",4,2,"Malicious Host","CN","","34.7724990845,113.726600647","3","Malicious Host"
"419","41.226.2.221","2018-03-19","eni-f534ea00","10.80.10.223",18842,23,6,"2018-02-24","REJECT",4,2,"Malicious Host","TN","","34.0,9.0","3","Malicious Host"
"420","43.226.64.69","2018-03-19","eni-4f4c1684","10.80.11.15",59722,3306,6,"2018-02-24","REJECT",4,2,"Malicious Host","CN","Shenzhen","22.5333003998,114.133300781","3","Malicious Host"
"421","43.244.103.254","2018-03-19","eni-17281bda","10.83.8.12",37716,23,6,"2018-02-24","REJECT",4,3,"Malicious Host","JP","Nagano","36.6514015198,138.181106567","3","Malicious Host"
"422","45.119.43.251","2018-03-19","eni-17281bda","10.83.8.12",59898,1900,17,"2018-02-24","REJECT",4,3,"Malicious Host","KR","","37.5111999512,126.974098206","3","Malicious Host"
"423","45.34.135.170","2018-03-19","eni-28fb6c93","10.83.1.30",6000,3306,6,"2018-02-23","REJECT",4,2,"Malicious Host","US","Walnut","34.0115013123,-117.853500366","3","Malicious Host"
"424","45.34.135.170","2018-03-19","eni-e001f15b","10.80.2.149",6000,3306,6,"2018-02-24","REJECT",4,2,"Malicious Host","US","Walnut","34.0115013123,-117.853500366","3","Malicious Host"
"425","45.34.135.170","2018-03-19","eni-9815cf73","10.80.1.227",6000,3306,6,"2018-02-24","REJECT",4,2,"Malicious Host","US","Walnut","34.0115013123,-117.853500366","3","Malicious Host"
"426","45.40.133.128","2018-03-19","eni-75e558b2","10.80.6.54",49415,3393,6,"2018-02-24","REJECT",4,2,"Malicious Host","US","Scottsdale","33.6119003296,-111.890602112","3","Malicious Host"
"427","45.55.13.92","2018-03-19","eni-821d206a","10.83.1.13",35768,1023,6,"2018-02-24","ACCEPT",4,2,"Malicious Host","US","San Francisco","37.7312011719,-122.382598877","3","Malicious Host"
"428","45.79.106.170","2018-03-19","eni-2283e0ca","10.80.1.32",54646,3128,6,"2018-02-24","ACCEPT",4,2,"Malicious Host","US","Fremont","37.5483016968,-121.988601685","3","Malicious Host"
"429","46.17.47.197","2018-03-19","eni-bd3d2377","10.83.10.96",46193,5060,17,"2018-02-24","REJECT",4,2,"Malicious Host","RU","","55.7386016846,37.6068000793","3","Malicious Host"
"430","46.17.47.197","2018-03-19","eni-f534ea00","10.80.10.223",45848,5060,17,"2018-02-24","REJECT",4,2,"Malicious Host","RU","","55.7386016846,37.6068000793","3","Malicious Host"
"431","46.17.47.197","2018-03-19","eni-38cc39e6","10.80.4.143",45817,5060,17,"2018-02-24","REJECT",4,2,"Malicious Host","RU","","55.7386016846,37.6068000793","3","Malicious Host"
"432","46.17.47.197","2018-03-19","eni-dd7ab728","10.83.11.120",45826,5060,17,"2018-02-24","REJECT",4,2,"Malicious Host","RU","","55.7386016846,37.6068000793","3","Malicious Host"
"433","46.243.189.111","2018-03-19","eni-d9305775","10.80.11.80",53007,23,6,"2018-02-24","REJECT",4,2,"Malicious Host","NL","","52.3824005127,4.89949989319","3","Malicious Host"
"434","46.243.189.99","2018-03-19","eni-9b81d59a","10.80.0.84",56584,23,6,"2018-02-24","REJECT",4,2,"Malicious Host","NL","","52.3824005127,4.89949989319","3","Malicious Host"
"435","46.243.189.99","2018-03-19","eni-6aa7c76b","10.80.1.159",55166,23,6,"2018-02-24","REJECT",4,2,"Malicious Host","NL","","52.3824005127,4.89949989319","3","Malicious Host"
"436","46.99.152.45","2018-03-19","eni-d9305775","10.80.11.80",57562,1433,6,"2018-02-24","REJECT",4,2,"Malicious Host","AL","","41.0,20.0","3","Malicious Host"
"437","47.93.233.109","2018-03-19","eni-00eab5bb","10.83.2.133",34795,8080,6,"2018-02-24","REJECT",4,2,"Malicious Host","CN","Hangzhou","30.2936000824,120.161399841","3","Malicious Host"
"438","47.93.233.109","2018-03-19","eni-e001f15b","10.80.2.149",50236,8080,6,"2018-02-24","REJECT",4,2,"Malicious Host","CN","Hangzhou","30.2936000824,120.161399841","3","Malicious Host"
"439","47.93.233.109","2018-03-19","eni-69242a68","10.83.2.79",40260,8080,6,"2018-02-24","REJECT",4,2,"Malicious Host","CN","Hangzhou","30.2936000824,120.161399841","3","Malicious Host"
"440","47.93.233.109","2018-03-19","eni-75e558b2","10.80.6.54",55424,8080,6,"2018-02-24","REJECT",4,2,"Malicious Host","CN","Hangzhou","30.2936000824,120.161399841","3","Malicious Host"
"441","47.93.233.109","2018-03-19","eni-d9305775","10.80.11.80",46559,8080,6,"2018-02-24","REJECT",4,2,"Malicious Host","CN","Hangzhou","30.2936000824,120.161399841","3","Malicious Host"
"442","47.93.233.109","2018-03-19","eni-f23e6202","10.80.9.246",25709,8080,6,"2018-02-24","ACCEPT",4,2,"Malicious Host","CN","Hangzhou","30.2936000824,120.161399841","3","Malicious Host"
"443","47.93.233.109","2018-03-19","eni-f28fe32d","10.83.7.191",35000,8080,6,"2018-02-24","REJECT",4,2,"Malicious Host","CN","Hangzhou","30.2936000824,120.161399841","3","Malicious Host"
"444","47.93.233.109","2018-03-19","eni-746177b9","10.80.9.242",24906,8080,6,"2018-02-24","REJECT",4,2,"Malicious Host","CN","Hangzhou","30.2936000824,120.161399841","3","Malicious Host"
"445","5.101.40.10","2018-03-19","eni-3387459c","10.80.8.218",43971,22,6,"2018-02-24","ACCEPT",4,2,"Malicious Host","RU","Saint Petersburg","59.8944015503,30.2642002106","3","Malicious Host"
"446","5.101.40.10","2018-03-19","eni-3387459c","10.80.8.218",48447,22,6,"2018-02-24","ACCEPT",4,2,"Malicious Host","RU","Saint Petersburg","59.8944015503,30.2642002106","3","Malicious Host"
"447","5.101.40.10","2018-03-19","eni-3387459c","10.80.8.218",40175,22,6,"2018-02-24","ACCEPT",4,2,"Malicious Host","RU","Saint Petersburg","59.8944015503,30.2642002106","3","Malicious Host"
"448","5.101.40.10","2018-03-19","eni-3387459c","10.80.8.218",45691,22,6,"2018-02-24","ACCEPT",4,2,"Malicious Host","RU","Saint Petersburg","59.8944015503,30.2642002106","3","Malicious Host"
"449","5.101.40.10","2018-03-19","eni-3387459c","10.80.8.218",48078,22,6,"2018-02-24","ACCEPT",4,2,"Malicious Host","RU","Saint Petersburg","59.8944015503,30.2642002106","3","Malicious Host"
"450","5.101.40.10","2018-03-19","eni-6aa7c76b","10.80.1.159",55221,22,6,"2018-02-24","REJECT",4,2,"Malicious Host","RU","Saint Petersburg","59.8944015503,30.2642002106","3","Malicious Host"
"451","5.101.40.10","2018-03-19","eni-3387459c","10.80.8.218",57428,22,6,"2018-02-24","ACCEPT",4,2,"Malicious Host","RU","Saint Petersburg","59.8944015503,30.2642002106","3","Malicious Host"
"452","5.101.40.10","2018-03-19","eni-3387459c","10.80.8.218",47270,22,6,"2018-02-24","ACCEPT",4,2,"Malicious Host","RU","Saint Petersburg","59.8944015503,30.2642002106","3","Malicious Host"
"453","5.101.40.10","2018-03-19","eni-3387459c","10.80.8.218",56084,22,6,"2018-02-24","ACCEPT",4,2,"Malicious Host","RU","Saint Petersburg","59.8944015503,30.2642002106","3","Malicious Host"
"454","5.101.40.10","2018-03-19","eni-3387459c","10.80.8.218",58930,22,6,"2018-02-24","ACCEPT",4,2,"Malicious Host","RU","Saint Petersburg","59.8944015503,30.2642002106","3","Malicious Host"
"455","5.101.40.10","2018-03-19","eni-3387459c","10.80.8.218",33758,22,6,"2018-02-24","ACCEPT",4,2,"Malicious Host","RU","Saint Petersburg","59.8944015503,30.2642002106","3","Malicious Host"
"456","5.188.11.25","2018-03-19","eni-9815cf73","10.80.1.227",52555,21040,6,"2018-02-24","REJECT",4,2,"Malicious Host","HR","Pula","44.8683013916,13.8480997086","3","Malicious Host"
"457","5.188.11.25","2018-03-19","eni-9db8fb9d","10.80.1.208",52555,21100,6,"2018-02-24","REJECT",4,2,"Malicious Host","HR","Pula","44.8683013916,13.8480997086","3","Malicious Host"
"458","5.188.11.25","2018-03-19","eni-f534ea00","10.80.10.223",52555,21039,6,"2018-02-24","REJECT",4,2,"Malicious Host","HR","Pula","44.8683013916,13.8480997086","3","Malicious Host"
"459","5.188.11.25","2018-03-19","eni-2283e0ca","10.80.1.32",52555,21001,6,"2018-02-24","ACCEPT",4,2,"Malicious Host","HR","Pula","44.8683013916,13.8480997086","3","Malicious Host"
"460","5.188.11.25","2018-03-19","eni-d9305775","10.80.11.80",52555,21030,6,"2018-02-24","REJECT",4,2,"Malicious Host","HR","Pula","44.8683013916,13.8480997086","3","Malicious Host"
